slug,name,status,founded_year,hq,website,sector,one_liner,total_raised_m,latest_valuation_m,employees,revenue_signals,business_model,key_customers,team_china_profile,confidence,last_updated
unconventional-ai,Unconventional AI,active,2025,"San Francisco, CA (some sources report San Diego, CA)",https://unconv.ai,AI Hardware / Neuromorphic Computing,Neuromorphic chip startup building brain-inspired analog computing hardware to bring biology-scale energy efficiency to AI.,475.0,4500.0,26 (as of Feb 2026),,,,,high,2026-03-20
undermind,Undermind,Active,2024,"San Francisco, CA",https://undermind.ai,AI Research Tools / Scientific Search,AI agent that reads and analyzes hundreds of academic papers to discover relevant scientific research,0.5,,,,,,,Medium,2026-03-23
uniphore,Uniphore,Private,2008,"Palo Alto, California (originally incubated at IIT Madras, India)",https://www.uniphore.com,Enterprise AI / Conversational AI & Business Automation,"Enterprise conversational AI and business automation platform for contact centers, sales, and back-office workflows.",961.0,2500.0,1500+,,,,,high,2026-03-20
unique-ai,Unique,active,2021,"Zurich, Switzerland",https://unique.ai,AI Finance / Agentic Copilot,"Agentic AI copilot for financial services — research, compliance, KYC for banks managing .3T+ AUM. ETH Zurich spinoff.",53.0,,,,,,,medium,2026-03-21
unitree-robotics,Unitree Robotics,active,2016,"Hangzhou, Zhejiang, China",https://www.unitree.com,Robotics / Humanoid and Quadruped Robots,"Unitree Robotics is China's leading manufacturer of legged robots, producing both quadruped robot dogs and humanoid robots",155.0,7000.0,500+ (estimated),,,,,high,2026-03-20
unlimited-industries,Unlimited Industries,active,2024,"San Francisco, CA",https://www.unlimitedindustries.com,AI Construction / Design Optimization,AI-native construction company evaluating hundreds of thousands of design configurations in parallel.,12.0,,,,,,,medium,2026-03-21
unstructured,"Unstructured (Unstructured Technologies, Inc.)",Private,July,"Rocklin, California (Sacramento metro area)",https://unstructured.io,AI Infrastructure / Data ETL & Preprocessing,"Enterprise ETL platform that transforms complex unstructured data (PDFs, images, HTML) into clean, AI-ready structured formats for GenAI pipelines.",65.0,,,,,,,high,2026-03-20
upscale-ai,Upscale AI,active,2025,"Santa Clara, CA",https://upscaleai.com,AI Networking Infrastructure,Open-standard AI networking silicon and systems for ultra-low-latency AI workloads.,100.0,,,,,,,medium,2026-03-21
upstage,Upstage,active,2020,"Seoul, South Korea",https://upstage.ai,AI Foundation Models / Enterprise LLM,"Enterprise LLMs (Solar model), document AI, and agentic workflows. Amazon and AMD backed. Preparing Korea first GenAI IPO.",157.0,,,,,,,medium,2026-03-21
valerie-health,Valerie Health,active,2023,"Lafayette, CA",https://valeriehealth.com,AI Healthcare / Provider Ops,"AI front office for independent physician groups — automates referrals, faxes, scheduling.",30.0,,,,,,,medium,2026-03-21
valthos,Valthos,active,2025,"New York, NY",https://valthos.com,AI Biodefense,AI biodefense platform analyzing biological sequences and designing countermeasures against bio threats in real-time.,30.0,,,,,,,medium,2026-03-21
vannevar-labs,Vannevar Labs,active,2019,"San Francisco, California",https://www.vannevarlabs.com,defense-govtech; artificial-intelligence; intelligence-analysis,"AI-powered intelligence analysis platform for US military and intelligence community, specializing in Indo-Pacific operations.",91.5,,,Revenue grew from $3.5M in 2021 to $80M in 2024 -- a 23x increase in three years. Company achieved profitability within three years of founding. DIU production contract (awarded Nov 2024) has a ceiling value of $99M with $16M obligated at award. Over 200 employees as of December 2025. [Confidence: high -- revenue figures from Contrary Research and company disclosures.],"Enterprise AI software for intelligence analysis. Vannevar Labs builds AI-powered platforms that ingest, fuse, and analyze multi-source intelligence data to provide real-time actionable insights for military commanders and intelligence analysts. Revenue comes from government contracts, including a major DIU (Defense Innovation Unit) production contract. The company follows a land-and-expand model within the defense/IC customer base, starting with specific combatant commands and expanding across the DoD.",U.S. Indo-Pacific Command (INDOPACOM); Air Force Special Operations Command (AFSOC); U.S. Special Operations Command (SOCOM); National Air and Space Intelligence Center (NASIC); Defense Innovation Unit (DIU); U.S. Intelligence Community,"No China connection. CEO Brett Granberg comes from In-Q-Tel (CIA's venture arm). The company's primary mission is supporting US military operations against peer adversaries, with particular focus on the Indo-Pacific theater (i.e., deterring China). Vannevar works exclusively with US defense and intelligence customers.",high,2026-03-20
vanta,Vanta,active,2018,"San Francisco, CA",https://www.vanta.com,AI cybersecurity; compliance automation; enterprise AI,"AI-powered security compliance automation platform for SOC 2, ISO 27001, HIPAA, and GDPR.",503.0,4150.0,,,,,,high,2026-03-23
vapi,Vapi,active,2020,"San Francisco, CA, USA",https://vapi.ai,AI / Voice Agents,"Voice AI developer platform providing infrastructure for building, testing, and deploying AI-powered voice agents.",22.0,,,,,,,high,2026-03-23
vast-data,VAST Data,Private,2016,"New York, NY (R&D center in Tel Aviv, Israel)",https://www.vastdata.com,AI / Data Infrastructure & Storage Platform,VAST Data is an AI-native data infrastructure company that has built a unified storage and data platform designed from the ground up for AI workloads,1380.0,30000.0,500-1000 (estimate; exact figure uncertain),,,,,high,2026-03-24
vectara,Vectara,active,2022,"Palo Alto, CA",https://www.vectara.com,RAG-as-a-service; enterprise AI search; AI infrastructure; NLP; agentic AI,"End-to-end RAG-as-a-service platform for enterprise AI search and retrieval, founded by ex-Google/Cloudera co-founder Amr Awadallah.",73.5,,72,No public revenue figures available. Enterprise pricing starting at $100K/year suggests meaningful ACV. Broadcom partnership is the most prominent named customer win. ~72 employees as of late 2025 across 4 continents.,"SaaS / usage-based. Credit-based pricing where credits represent usage across API calls, data storage, and compute for processing different data types (tables, images, etc.) in the RAG pipeline. Enterprise plans: Small ($100K/year), Medium ($250K/year), Large ($500K/year). VPC and on-premise deployment options available. Also offers forward-deployed engineers and platinum support as add-ons. Free tier available for developers. Hybrid GTM combining product-led growth (self-serve signup) and enterprise sales.","Broadcom (selected Vectara for agentic conversational AI customer service, announced 2025); IEEE; Anywhere; Serves financial services, insurance, healthcare, manufacturing, legal, and e-commerce verticals","No known Chinese-origin founders. The founding team has roots in Egypt (Awadallah), with Google and Cloudera pedigree. No significant public China connections.",medium,2026-03-20
veesion,Veesion,active,2018,"Paris, France",https://veesion.com,AI Retail / Gesture Recognition,Gesture-recognition AI for retail theft prevention in physical stores. GDPR-compliant.,70.0,,,,,,,medium,2026-03-21
vellum-ai,Vellum,active,2023,"New York, NY, USA",https://www.vellum.ai,AI / Developer Tools / LLM Infrastructure,"End-to-end AI development platform for building, evaluating, and deploying production-grade LLM applications.",25.0,,,,,,,high,2026-03-23
vercel,Vercel,active,2015,"San Francisco, CA",https://vercel.com,Developer Tools / Frontend Cloud / AI Code Generation,"Vercel is a frontend cloud platform that enables developers to build, deploy, and scale web applications with minimal configuration",863.0,9300.0,875 (early 2026),,,,,high,2026-03-24
verge-genomics,Verge Genomics,Private (Clinical Stage),2015,"South San Francisco, CA",https://www.vergegenomics.com,AI Drug Discovery / Neuroscience,"Verge Genomics is a clinical-stage AI drug discovery company focused on neurodegenerative diseases including ALS, Parkinson's, and Alzheimer's",148.0,,80 (estimate),,,,,high,2026-03-20
veris-ai,Veris AI,Active,2025,"Austin, TX",https://www.veris.ai/,Artificial Intelligence / AI Agent Training / Enterprise AI,Veris AI provides a simulation-based training platform that lets enterprises safely train and test AI agents through high-fidelity simulated experiences before deployment.,8.5,,,,,,,"High — funding confirmed by BusinessWire, Yahoo Finance, and VC partners. Founder holds PhD from UC Berkeley.",2026-03-23
vertical-compute,Vertical Compute,active,2024,Europe,https://verticalcompute.com,AI Semiconductors,Deep-tech semiconductor startup for data-intensive AI workloads.,21.5,,,,,,,medium,2026-03-21
vesence,Vesence,active,2025,Sweden,https://www.vesence.com,AI for Legal / Law Firms,Agentic AI deploying hundreds of AI agents inside Microsoft Word to review legal documents.,9.0,,,,,,,medium,2026-03-21
vinci-semi,Vinci (Semiconductor),active,2024,"Palo Alto, CA",https://www.getvinci.ai,AI for Semiconductor Simulation,Physics-based AI foundation model for chip design simulation — 1000x faster than FEA solvers. Deployed at 3 chipmakers.,46.0,,,,,,,medium,2026-03-21
viz-ai,Viz.ai,Private (unicorn),2016,"San Francisco, CA",https://www.viz.ai,Healthcare AI / Clinical Decision Support,"AI-powered care coordination platform with 50+ FDA-cleared algorithms that accelerate diagnosis and treatment across 1,700+ hospitals.",252.0,1200.0,325 (estimated 2024),,,,,high,2026-03-20
vultr,Vultr,Private,2014,"Fort Lauderdale, Florida",https://www.vultr.com,AI / GPU Cloud Infrastructure,Vultr is a cloud infrastructure provider that has pivoted aggressively toward AI workloads,662.0,3500.0,500+ (estimate; exact figure uncertain),,,,,medium-high,2026-03-24
wabi-ai,Wabi AI,active,2025,"San Francisco, CA",https://wabi.ai,AI Consumer / App Creation,YouTube for mini apps — anyone can create functional apps from natural language. Founded by Replika creator.,20.0,,,,,,,medium,2026-03-21
wandercraft,Wandercraft,active,2012,"Paris, France",https://wandercraft.eu,AI Robotics / Rehabilitation,AI-powered rehabilitation robots and humanoid systems. First exoskeleton enabling hands-free walking for paraplegics.,75.0,,,,,,,medium,2026-03-21
warmly,Warmly,Active,2020,"San Francisco, CA",https://www.warmly.ai/,Artificial Intelligence / Sales Intelligence / Revenue Operations,"Warmly is an AI-powered autonomous sales platform that identifies warm leads visiting your website and auto-engages them through AI-driven email, chat, and orchestration.",22.0,,,,,,,"High — funding rounds confirmed by company blog, RTP Global, and multiple press sources. $3M ARR and 300+ customers reported.",2026-03-23
waveforms-ai,WaveForms AI,active,2024,"San Francisco, CA",https://www.waveforms.ai,AI Voice / Emotional Intelligence,Emotionally intelligent AI voice models. Acquired by Meta Aug 2025. Founded by ex-OpenAI GPT-4 Voice researcher.,40.0,200.0,,,,,,medium,2026-03-21
waymo,Waymo,"Active, Subsidiary of Alphabet",2009,"Mountain View, CA",https://waymo.com,AI / Autonomous Vehicles / Robotics / Transportation,"> Alphabet's autonomous driving subsidiary, now valued at $126 billion after a $16 billion raise -- the most valuable autonomous vehicle company in the world",27100.0,126000.0,,,,,,high,2026-03-24
wayve,Wayve,active,2017,"London, United Kingdom",https://wayve.ai,autonomous driving; robotics; foundation models,"Wayve is a London-based autonomous driving company building end-to-end AI systems that learn to drive from data and experience, without relying on hand-coded rules or high-definition maps",2500.0,8600.0,,,,,,high,2026-03-20
weave-bio,Weave Bio,active,2023,"San Francisco, CA",https://www.weave.bio,AI Pharma / Regulatory Automation,AI-native regulatory automation for drug development — automates FDA document drafting and submission.,30.0,,,,,,,medium,2026-03-21
weaviate,Weaviate,active,2019,"Amsterdam, Netherlands",https://weaviate.io,vector databases; AI infrastructure; search; open-source software,"Open-source, AI-native vector database built in Go, founded by Dutch entrepreneur Bob van Luijt who started coding at 15 and studied jazz composition before pivoting to infrastructure.",117.6,200.0,81,"$12.3M annual revenue in 2024, per Latka. 104 employees at that time, implying ~$118K revenue per employee. Employee count grew 68% in 2024. Employee count has since contracted to ~81 as of February 2026, which may indicate cost discipline or restructuring. No public 2025 revenue figures found.","Open-core SaaS. The core Weaviate vector database is open-source (BSD-3 license) and free to self-host. Revenue comes from Weaviate Cloud Services, offered in three tiers: (1) Shared Cloud (formerly Serverless Cloud) -- multi-tenant, pay-as-you-go; (2) Dedicated Cloud (formerly Enterprise Cloud) -- fully managed dedicated resources with enterprise-grade support, RBAC, SOC 2, HIPAA compliance; (3) Bring Your Own Cloud (BYOC) -- Weaviate manages the database on the customer's cloud infrastructure. Enterprise pricing is based on annual contracts using AI Units (AIUs), with AWS and Azure Marketplace starting contracts at $10,000 for 12 months. Pricing updated October 27, 2025 with new dimensions including storage and backups, regional pricing variations, and HA cluster options.","Instabase (50K+ tenants, 450+ data types indexed for a single customer solution); Red Hat; NetApp; Morningstar; Cisco; Bunq; Stack AI; 2,000+ companies in production (as of Series B announcement, 2023); 50,000+ AI builders in the community (as of 2025)",No known Chinese-origin founders. The founding team is Dutch and German. No significant public China connections.,medium,2026-03-20
