company_slug,company_name,founder_name,role,background,origin,status
standard-kernel,Standard Kernel,Anne Ouyang,Co-Founder & CEO,MIT alumna. Former TA for Performance Engineering of Software Systems at MIT.,Chinese-American,
standard-kernel,Standard Kernel,Chris Rinard,Co-Founder,MIT alumnus. Former TA for Performance Engineering of Software Systems at MIT.,American,
stepfun,Stepfun,Jiang Daxin,CEO & Founder,16-year Microsoft veteran. Former Global VP and Chief Scientist of Microsoft's Software Technology Center Asia. PhD in CS from University at Buffalo.,Chinese,
stepfun,Stepfun,Jiao Binxing,Co-Founder,Former Microsoft. Leads search at StepFun.,Chinese,
stepfun,Stepfun,Zhu Yibo,CTO & Co-Founder,Former head of AI infrastructure at ByteDance. Former Microsoft.,Chinese,
straiker,Straiker,Ankur Shah,CEO,Former SVP/GM Prisma Cloud at Palo Alto Networks. Grew cloud security 50x revenue.,Indian-American,
straiker,Straiker,Sreenath Kurupati,CTO,Ex-VP AI at Akamai. CEO Cyberfend (acq Akamai). 15+ years Intel.,Indian-American,
strongestlayer,Strongestlayer,Alan Lefort,CEO & Co-Founder,"15+ years in cybersecurity. Former product/business leader at Proofpoint, McAfee, and Intel Security.",American,
strongestlayer,Strongestlayer,Muhammad Rizwan,CTO & Co-Founder,Cybersecurity veteran.,Pakistani,
strongestlayer,Strongestlayer,Joshua Bass,CPO & Co-Founder,Cybersecurity veteran.,American,
structify-ai,Structify Ai,Alex Reichenbach,Co-Founder & CEO,Top CS student in his class. Received first patent at 17. Experience at Matician in SLAM and data translation.,American,
structify-ai,Structify Ai,Alex Goldstein,Co-Founder & CTO,Deep experience at Matician in SLAM and translating data into action.,American,
structify-ai,Structify Ai,Ronak Gandhi,Co-Founder & COO,Met Reichenbach on first day of college. Diverse academic background combining CS and humanities.,Indian-American,
studio-atelico,Studio Atelico,Piero Molino,CEO & Co-Founder,"15 years AI expertise. Former IBM Watson, Yahoo, Uber. Chief Scientist and co-founder of Predibase (acq. by Rublik). Research at Stanford.",Italian,
studio-atelico,Studio Atelico,Paul Szerlip,CTO & Co-Founder,Technical leader from Uber and Meta.,American,
studio-atelico,Studio Atelico,JP Chen,Co-Founder,Technical background.,Chinese-American,
studio-atelico,Studio Atelico,Ennio De Nucci,Design Director & Co-Founder,Former lead game designer at Creative Assembly (SEGA).,Italian,
subsense,Subsense,Tetiana Aleksandrova,CEO & Co-Founder,Raised $20M in seed funding. Collaborating with researchers at UC Santa Cruz and ETH Zurich.,Ukrainian,
subsense,Subsense,Artem Sokolov,Co-Founder,Founder and General Partner at Golden Falcon Capital.,Russian,
subtle-medical,Subtle Medical,Enhao Gong,CEO,BS from Tsinghua University. PhD EE from Stanford. Forbes 30 Under 30.,Chinese-American,
sumble,Sumble,Anthony Goldbloom,CEO & Co-Founder,Founder and former CEO of Kaggle (acquired by Google in 2017).,Australian,
sumble,Sumble,Ben Hamner,Co-Founder,Former CTO of Kaggle.,American,
sunday-household,Sunday Household,Tony Zhao,CEO & Co-Founder,Stanford PhD roboticist.,Chinese-American,
sunday-household,Sunday Household,Cheng Chi,CTO & Co-Founder,Stanford PhD roboticist.,Chinese-American,
sunday-robotics,Sunday Robotics,Tony Zhao,Co-founder & CEO,"Stanford CS PhD candidate (advisor: Chelsea Finn); BS in EECS from UC Berkeley (2021, worked with Sergey Levine and Dan Klein); Stanford Robotics Fellow 2022-23; creator of ALOHA and ACT (Action Chunking with Transformers)",Chinese-American,
sunday-robotics,Sunday Robotics,Cheng Chi,Co-founder & CTO,"Columbia University PhD student (advisor: Shuran Song, later moved to Stanford); creator of Diffusion Policy and UMI (Universal Manipulation Interface); RSS 2024 Best Systems Paper Finalist for UMI",Chinese,
suno,Suno,Mikey Shulman,CEO & Co-Founder,First ML hire and former Head of ML at Kensho (S&P Global). Lecturer at MIT Sloan (NLP for finance).,American,
suno,Suno,Georg Kucsko,Co-Founder,Former Kensho.,Austrian,
suno,Suno,Martin Camacho,Co-Founder,Former Kensho.,Latin American,
suno,Suno,Keenan Freyberg,Co-Founder,Former Kensho.,American,
sunrise-ai,Sunrise Ai,Xu Bing (徐冰),Chairman,Details not widely reported Co-founded SenseTime in 2014 alongside Tang Xiao'ou. Served as SenseTime's executive director and co-founder.,Chinese,
sunrise-ai,Sunrise Ai,Wang Zhan (王湛),Co-CEO,"Details not widely reported Former Vice President at Baidu; architect of Baidu's Phoenix Nest (凤巢) advertising system, one of the most profitable ad platforms in China.",Chinese,
sunrise-ai,Sunrise Ai,Wang Yong (王勇),Co-CEO,Details not widely reported Veteran of AMD and Baidu's Kunlun chip unit. Joined SenseTime in 2020 to head its semiconductor/chip division. Deep hardware engineering background spanning US and Chinese chip development.,Chinese,
sunrise-robotics,Sunrise Robotics,Tomaz Stolfa,CEO,"Previously co-founded vox.io, Layer",Slovenian,
sunrise-robotics,Sunrise Robotics,Marko Thaler,CTO,"Founded Airnamics, AI for drones",Slovenian,
superscale-ai,Superscale Ai,Patrick Haede,CEO & Co-Founder,Co-founded Superscale AI in Berlin.,German,
superscale-ai,Superscale Ai,Magnus Langanke,Co-Founder,Co-founded Superscale AI.,German,
surf-ai,Surf Ai,Yair Grindlinger,CEO & Co-founder,"Co-founded FireLayers (acquired by Proofpoint), later held senior management positions at Proofpoint. Veteran Israeli cybersecurity entrepreneur.",Israeli,
surf-ai,Surf Ai,Elad Horn,Co-founder,Experienced Israeli cybersecurity executive.,Israeli,
surf-ai,Surf Ai,Roie Cohen Duwek,Co-founder,Israeli cybersecurity sector veteran.,Israeli,
surf-ai,Surf Ai,Avner Gideoni,Co-founder,Israeli cybersecurity sector veteran.,Israeli,
surf-ai,Surf Ai,Brenton Gumucio,Co-founder,Cybersecurity executive.,American,
surge-ai,Surge Ai,Edwin Chen,Founder & CEO,MIT dropout. Former data scientist. Bootstrapped Surge AI from his SF apartment in May 2020 to $1B+ revenue without external funding. Forbes billionaire.,Taiwanese-American,
sweep-ai,Sweep Ai,William Zeng,Co-Founder,Youngest senior ML engineer at Roblox; deep experience in machine learning and AI-powered code generation,American,
sweep-ai,Sweep Ai,Kevin Lu,Co-Founder,Top student in Math/CS at University of Waterloo; strong academic background in AI and computer science,Canadian,
sync-labs,Sync Labs,Prady Modukuru,CEO,Co-creator of wav2lip (8.7k+ GitHub stars); raised $5.5M seed led by GV; won AI grant from Nat Friedman and Daniel Gross,Indian,
sync-labs,Sync Labs,Rudrabha Mukhopadhyay,CTO,Co-creator of wav2lip; researcher in lip-sync and speech-driven facial animation,Indian,
sync-labs,Sync Labs,Prajwal K R,Chief Scientist,Co-creator of wav2lip; researcher in audio-visual speech synthesis,Indian,
sync-labs,Sync Labs,Pavan Reddy,COO,Co-creator of wav2lip; operations and business development,Indian,
synthesia,Synthesia,Victor Riparbelli,CEO & Co-Founder,"Computer science & business informatics (Copenhagen, Stanford). Danish. Previously co-founded Coincall; product marketing at Founders.",Danish (Italian heritage),
synthesia,Synthesia,Steffen Tjerrild,COO & Co-Founder,"MSc Applied Economics & Finance, Copenhagen Business School. Danish. Previously worked in private equity in Africa (sand mines, chicken farms).",Danish,
synthesia,Synthesia,Matthias Niessner,Co-Founder (Technical/Research),"Professor at Technical University of Munich, Visual Computing Lab. 150+ publications including 25 SIGGRAPH papers. Expert in 3D reconstruction and AI video synthesis.",German,
synthesia,Synthesia,Lourdes Agapito,Co-Founder (Technical/Research),Professor of 3D Vision at UCL Computer Science. Leading researcher in computer vision and 3D reconstruction.,Spanish-British,
synthetic-sciences,Synthetic Sciences,Unknown,Co-Founder & CEO,Scientific research and AI background.,,
synthflow,Synthflow,Hakob Astabatsyan,CEO & Co-Founder,Serial entrepreneur. Built ventures with Rocket Internet. Former growth strategist at BCG.,Armenian,
synthflow,Synthflow,Albert Astabatsyan,CPO & Co-Founder,Serial entrepreneur.,Armenian,
synthflow,Synthflow,Sassun Mirzakhan-Saky,CTO & Co-Founder,Technical co-founder.,Armenian,
tabnine,Tabnine,Dror Weiss,CEO & Co-Founder,Co-founded Codota (renamed Tabnine) in 2013.,Israeli,
tabnine,Tabnine,Eran Yahav,CTO & Co-Founder,Co-founded Codota (renamed Tabnine) in 2013. Computer science researcher.,Israeli,
tachyum,Tachyum,Radoslav Danilak,CEO,"Born in Slovakia; 25+ years in chip design; 137 patents; former Toshiba (PS2 Emotion Engine), NVIDIA (Tesla/Fermi GPUs); co-founded SandForce (acquired by LSI for $377M in 2011)",Slovak,
tachyum,Tachyum,Ken Wagner,Co-Founder,"Co-founded Wave Computing (ML), Silicon Analytics (chip synthesis tools), and Theseus Logic (clockless logic)",American,
tala-health,Tala Health,Ritankar Das,CEO,"Born Kolkata India. Youngest UC Berkeley University Medalist at 18. Gates Cambridge Scholar. Founded Titan Holdings (2014), Dascena (2017).",Indian-American,
tandem-health,Tandem Health,Lukas Saari,CEO,Former McKinsey (led Nordic practice for digitization & AI in healthcare); former Spotify (machine learning),Finnish-Swedish,
tandem-health,Tandem Health,Oliver Astrand,CTO,AI researcher at GoogleX & Uber; developed AI products at startups Depict & Mavenoid,Swedish,
tandem-health,Tandem Health,Oscar Boldt-Christmas,CCO,Former McKinsey Senior Partner; led European healthcare practice with 20 years of healthcare experience,Swedish,
tars-ai,Tars Ai,Chen Yilun,CEO,Former CTO/Chief Scientist Huawei autonomous driving. Ex-DJI machine vision lead.,Chinese,
tars-ai,Tars Ai,Ding Wenchao,Chief Scientist,Huawei Genius Youth recruit.,Chinese,
tars-ai,Tars Ai,Li Zhenyu,Chairman,Former head of Baidu Intelligent Driving Group.,Chinese,
tavus,Tavus,Hassaan Raza,Co-Founder & CEO,"BSc Computer Science from UT Austin (2015-2019). Technical Program Manager at Google. Engineering Program Manager at Apple. Principal at Simublade (product studio overseeing product development for startup partners, specializing in AI/ML). Co-founded Accantus (SaaS/IoT startup using telemetry and patient health data to predict treatment outcomes). 5-6 years in ML (avatars, 3D reconstruction, lip sync). Forbes 30 Under 30 (2024).",Pakistani-American,
tavus,Tavus,Quinn Favret,Co-Founder & COO,Details on prior career limited in public sources. Co-founded Tavus with Hassaan Raza in 2021 (YC S21). Handles operations at Tavus.,American,
taxgpt,Taxgpt,Kashif Ali,CEO,"15+ years in accounting, journalism, software engineering.",,
taxo-ai,Taxo Ai,Dr. Ahmed Kerwan,CEO,Practicing physician. Fellowship at Harvard and MIT at intersection of AI and healthcare.,,
taxo,Taxo,Dr. Ahmed Kerwan,CEO,Harvard (affiliated); medical background,Arab/Egyptian,
tecto,Tecto,Niosha Afsharikia,Co-Founder,YC S25 batch.,Iranian (inferred from name),
tecto,Tecto,Roksana Baleshzar,Co-Founder,YC S25 batch.,Iranian (inferred from name),
tenex-ai,Tenex Ai,Eric Foster,CEO,Former President of CYDERES; executive at RiskIQ and Stairwell; three-time CISO,American,
tenex-ai,Tenex Ai,Ryan Shreve,Co-Founder & COO,Founding executive at Fishtech Group; built CYDERES as CFO and COO; former CFO at Firemon,American,
tenex-ai,Tenex Ai,Edwin Solis,Co-Founder & CRO,Former head of Security Sales for Google Cloud Security; former Director of Sales at Protectwise,Hispanic-American,
tennr,Tennr,Tyler Hoffman,CEO / Co-Founder,"[Note: Public sources indicate the CEO is Trey Holterman, not Tyler Hoffman — name may need correction.] Stanford CS alumnus. Worked as software engineer at Health IQ (Medicare platform) and Strava (fitness). All-American rower at Stanford. Met co-founders at Stanford working on advanced AI and LLM research. Founded Tennr in 2021.",American,
tennr,Tennr,Diego Espinosa,Co-Founder,[Note: Public sources indicate the co-founder is Diego Baugh — name may need correction.] Met co-founders at Stanford. Co-founded Tennr in 2021 focused on healthcare document processing and patient referral automation.,Latin American,
tensol,Tensol,Unknown,Co-Founder & CEO,Distributed systems and AI background.,,
tensorwave,Tensorwave,Darrick Horton,CEO,Forbes 30 Under 30 (AI); former Lockheed Martin Skunk Works (nuclear fusion); NASA-funded plasma physics research; LIGO astrophysics,American,
tensorwave,Tensorwave,Jeff Tatarchuk,Co-Founder,Co-founded TensorWave in 2023,American,
tensorwave,Tensorwave,Piotr Tomasik,Co-Founder,Co-founded TensorWave in 2023,Polish,
tenstorrent,Tenstorrent,Ljubisa Bajic,Co-Founder & CTO (former CEO),Original CEO of Tenstorrent; swapped to CTO role when Jim Keller became CEO in Jan 2023,Serbian-Canadian,
tenstorrent,Tenstorrent,Milos Trajkovic,Co-Founder & Senior Fellow,Leads systems engineering and low-level/foundational software teams at Tenstorrent,Serbian-Canadian,
tenstorrent,Tenstorrent,Jim Keller,"CEO (joined 2020 as CTO, became CEO Jan 2023)","Legendary chip architect; designed DEC Alpha, AMD K7/K8/Zen, Apple A4/A5, Tesla self-driving chip. Former roles at AMD, Apple, Tesla, Intel",American,
tenzai,Tenzai,Pavel Gurvich,CEO,Co-founded Guardicore (acq Akamai $600M).,Israeli,
tenzai,Tenzai,Ariel Zeitlin,CTO,Co-founded Guardicore.,Israeli,
tenzai,Tenzai,Aner Mazur,CPO,Founding CPO at Snyk.,Israeli,
tera-ai,Tera Ai,Tony Zhang,Founder & CEO,"PhD from Caltech under Pietro Perona (pioneer in computer vision), studying how biological systems solve navigation. Machine Learning Lead at Google X on geospatial AI project, where his team developed novel AI models for sensing, prediction, and optimal control. Left Google X within months of ChatGPT's launch to found Tera AI in 2023, betting spatial understanding would become as important as text comprehension.",Chinese-American,
teradar,Teradar,Matt Carey,CEO & Co-Founder,Entrepreneur in sensing and deep tech. Discussions with Gregory Charvat about terahertz imaging possibilities led to founding TeraDAR.,American,
teradar,Teradar,Gregory Charvat,Co-Founder,CTO of spatial intelligence company Humatics. Expert in radar and sensing systems.,American,
teradar,Teradar,Nick Saiz,Co-Founder,World-class terahertz chip design expertise. Leads silicon development.,American,
terray-therapeutics,Terray Therapeutics,Jacob Berlin,Co-Founder & CEO,Chemist; founded company based on nanotechnology research at City of Hope hospital and research center,American,
terray-therapeutics,Terray Therapeutics,Eli Berlin,Co-Founder & Chief Business and Financial Officer,10 years in private equity and growth equity before co-founding Terray with brother Jacob,American,
